station_name,agency,street,borough,postcode,latitude,longitude,no_of_ports,charger_types,public_charger_,fee_for_city_drivers,geometry
"NYPD - 244-04 North Conduit Avenue, Queens",NYPD,244-04 North Conduit Avenue,Queens,11422,40.666567,-73.733465,9,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.733465 40.666567)
"NYPD - 242-20 N Conduit Ave, Queens",NYPD,242-20 N Conduit Ave,Queens,11422,40.666572,-73.735563,1,['Level 2 Charger'],No,No,POINT (-73.735563 40.666572)
"NYPD - 970 Richmond Ave, Staten Island",NYPD,970 Richmond Ave,Staten Island,10314,40.623595,-74.149133,5,['Level 2 Charger'],No,No,POINT (-74.149133 40.623595)
"NYPD - 116 Main St, Staten Island",NYPD,116 Main St,Staten Island,10307,40.512,-74.249725,1,['Level 2 Charger'],No,No,POINT (-74.249725 40.512)
"NYPD - 167 E 51st St, Manhattan",NYPD,167 E 51st St,Manhattan,10022,40.756812,-73.971142,1,['Level 2 Charger'],No,No,POINT (-73.971142 40.756812)
"NYPD - 844 3rd Ave, Manhattan",NYPD,844 3rd Ave,Manhattan,10022,40.756738,-73.970117,1,['Level 2 Charger'],No,No,POINT (-73.970117 40.756738)
"NYPD - 157 E 67th St, Manhattan",NYPD,157 E 67th St,Manhattan,10065,40.76696,-73.963856,1,['Level 3 Fast Charger'],No,No,POINT (-73.963856 40.76696)
"NYPD - 120 E 119th St, Manhattan",NYPD,120 E 119th St,Manhattan,10035,40.800892,-73.941025,3,['Level 2 Charger'],No,No,POINT (-73.941025 40.800892)
"NYPD - 451 W 151st St, Manhattan",NYPD,451 W 151st St,Manhattan,10031,40.828615,-73.943847,4,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.943847 40.828615)
"NYPD - 242 W 135th St, Manhattan",NYPD,242 W 135th St,Manhattan,10030,40.815834,-73.944978,1,['Level 2 Charger'],No,No,POINT (-73.944978 40.815834)
"NYPD - 250 W 135th St, Manhattan",NYPD,250 W 135th St,Manhattan,10030,40.815908,-73.945151,1,['Level 2 Charger'],No,No,POINT (-73.945151 40.815908)
"NYPD - 2207 Amsterdam Ave, Manhattan",NYPD,2207 Amsterdam Ave,Manhattan,10032,40.840712,-73.93564,2,['Level 2 Charger'],No,No,POINT (-73.93564 40.840712)
"NYPD - 4295 Broadway, Manhattan",NYPD,4295 Broadway,Manhattan,10033,40.85126,-73.935186,2,['Level 2 Charger'],No,No,POINT (-73.935186 40.85126)
"NYPD - 257 Alexander Ave, Bronx",NYPD,257 Alexander Ave,Bronx,10454,40.810347,-73.924941,1,['Level 2 Charger'],No,No,POINT (-73.924941 40.810347)
"NYPD - 555 E 149th St, Bronx",NYPD,555 E 149th St,Bronx,10455,40.814502,-73.913629,2,['Level 2 Charger'],No,No,POINT (-73.913629 40.814502)
"NYPD - 1035 Longwood Avenue, Bronx",NYPD,1035 Longwood Avenue,Bronx,10459,40.816198,-73.896,4,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.896 40.816198)
"NYPD - 1925 Bath Ave, Brooklyn",NYPD,1925 Bath Ave,Brooklyn,11214,40.602329,-74.00318,1,['Level 2 Charger'],No,No,POINT (-74.00318 40.602329)
"NYPD - 5822 16th Ave, Brooklyn",NYPD,5822 16th Ave,Brooklyn,11204,40.625843,-73.990929,1,['Level 2 Charger'],No,No,POINT (-73.990929 40.625843)
"NYPD - 2900 Snyder Ave, Brooklyn",NYPD,2900 Snyder Ave,Brooklyn,11226,40.648867,-73.950471,1,['Level 2 Charger'],No,No,POINT (-73.950471 40.648867)
"NYPD - 333 65th St, Brooklyn",NYPD,333 65th St,Brooklyn,11220,40.638827,-74.022721,2,['Level 2 Charger'],No,No,POINT (-74.022721 40.638827)
"NYPD - 9720 Foster Ave, Brooklyn",NYPD,9720 Foster Ave,Brooklyn,11236,40.648606,-73.905256,2,['Level 2 Charger'],No,No,POINT (-73.905256 40.648606)
"NYPD - 421 Empire Boulevard, Brooklyn",NYPD,421 Empire Boulevard,Brooklyn,11225,40.664113,-73.947763,4,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.947763 40.664113)
"NYPD - 830 4 Ave, Brooklyn",NYPD,830 4 Ave,Brooklyn,11232,40.65815,-74.00044,4,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-74.00044 40.65815)
"NYPD - 1470 East New York Avenue, Brooklyn",NYPD,1470 East New York Avenue,Brooklyn,11212,40.671122,-73.913501,4,['Level 3 Fast Charger'],No,No,POINT (-73.913501 40.671122)
"NYPD - 25 Pitt St, Manhattan",NYPD,25 Pitt St,Manhattan,10002,40.716401,-73.983493,1,['Level 3 Fast Charger'],No,No,POINT (-73.983493 40.716401)
"NYPD - 30 Ralph Ave, Brooklyn",NYPD,30 Ralph Ave,Brooklyn,11221,40.689456,-73.924024,2,['Level 2 Charger'],No,No,POINT (-73.924024 40.689456)
"NYPD - 480 Knickerbocker Ave, Brooklyn",NYPD,480 Knickerbocker Ave,Brooklyn,11237,40.698466,-73.917768,1,['Level 2 Charger'],No,No,POINT (-73.917768 40.698466)
"NYPD - 487 Broadway, Brooklyn",NYPD,487 Broadway,Brooklyn,11211,40.7063,-73.951781,1,['Level 2 Charger'],No,No,POINT (-73.951781 40.7063)
"NYPD - 500 Abbot Street, Bronx",NYPD,500 Abbot Street,Bronx,10470,40.908297,-73.853698,3,['Level 2 Charger'],No,No,POINT (-73.853698 40.908297)
"NYPD - 92-33 168th St, Queens",NYPD,92-33 168th St,Queens,11433,40.705661,-73.79211,2,['Level 2 Charger'],No,No,POINT (-73.79211 40.705661)
"NYPD - 59-06 Laurel Hill Blvd, Queens",NYPD,59-06 Laurel Hill Blvd,Queens,11377,40.736834,-73.906426,10,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.906426 40.736834)
"NYPD - 235 E 20Th St, Manhattan",NYPD,235 E 20Th St,Manhattan,10003,40.736468,-73.983311,2,['Level 3 Fast Charger'],No,No,POINT (-73.983311 40.736468)
"NYPD - 31-40 College Point Blvd, Queens",NYPD,31-40 College Point Blvd,Queens,11354,40.76822,-73.840605,1,['Level 2 Charger'],No,No,POINT (-73.840605 40.76822)
"NYPD - 31-22 College Point Blvd, Queens",NYPD,31-22 College Point Blvd,Queens,11354,40.768682,-73.841095,3,['Level 2 Charger'],No,No,POINT (-73.841095 40.768682)
"NYPD - 53-15 58Th St, Queens",NYPD,53-15 58Th St,Queens,11377,40.733733,-73.91054,2,['Level 3 Fast Charger'],No,No,POINT (-73.91054 40.733733)
"NYPD - 3260 Flatbush Ave, Brooklyn",NYPD,3260 Flatbush Ave,Brooklyn,11234,40.588627,-73.899217,2,['EV Solar Arc Charger'],No,No,POINT (-73.899217 40.588627)
"NYPD - 3159 Flatbush Ave, Brooklyn",NYPD,3159 Flatbush Ave,Brooklyn,11234,40.589157,-73.899781,1,['EV Solar Arc Charger'],No,No,POINT (-73.899781 40.589157)
"NYPD - 150-14 Jamaica Avenue, Queens",NYPD,150-14 Jamaica Avenue,Queens,11432,40.702193,-73.804192,2,['Level 3 Fast Charger'],No,No,POINT (-73.804192 40.702193)
"NYPD - 2900 Flatbush Ave, Brooklyn",NYPD,2900 Flatbush Ave,Brooklyn,11234,40.600248,-73.912051,4,['Level 2 Charger'],No,No,POINT (-73.912051 40.600248)
"NYPD - 306 W 54th St, Manhattan",NYPD,306 W 54th St,Manhattan,10019,40.765016,-73.984835,2,['Level 2 Charger'],No,No,POINT (-73.984835 40.765016)
"NYPD - 357 W 35th St, Manhattan",NYPD,357 W 35th St,Manhattan,10001,40.753599,-73.994712,2,['Level 2 Charger'],No,No,POINT (-73.994712 40.753599)
"NYPD - 37-05 Union St, Queens",NYPD,37-05 Union St,Queens,11354,40.762286,-73.827436,2,['Level 2 Charger'],No,No,POINT (-73.827436 40.762286)
"NYPD - 2877 Barkley Ave, Bronx",NYPD,2877 Barkley Ave,Bronx,10465,40.830714,-73.827125,1,['Level 2 Charger'],No,No,POINT (-73.827125 40.830714)
"NYPD - 4111 Laconia Ave, Bronx",NYPD,4111 Laconia Ave,Bronx,10466,40.887306,-73.84727,6,['Level 2 Charger'],No,No,POINT (-73.84727 40.887306)
"NYPD - 2860 W 23Rd St, Brooklyn",NYPD,2860 W 23Rd St,Brooklyn,11224,40.576884,-73.990241,1,['Level 3 Fast Charger'],No,No,POINT (-73.990241 40.576884)
"NYPD - 25 Central Ave, Brooklyn",NYPD,25 Central Ave,Brooklyn,11206,40.70226,-73.932478,2,['Level 3 Fast Charger'],No,No,POINT (-73.932478 40.70226)
"NYPD - 130 Loisaida Ave, Manhattan",NYPD,130 Loisaida Ave,Manhattan,10009,40.724887,-73.978259,3,['Level 2 Charger'],No,No,POINT (-73.978259 40.724887)
"NYPD - 136 Loisaida Ave, Manhattan",NYPD,136 Loisaida Ave,Manhattan,10009,40.725041,-73.978148,1,['Level 2 Charger'],No,No,POINT (-73.978148 40.725041)
"NYPD - 126 Loisaida Ave, Manhattan",NYPD,126 Loisaida Ave,Manhattan,10009,40.724783,-73.978335,2,['Level 2 Charger'],No,No,POINT (-73.978335 40.724783)
"NYPD - 221 E 123rd St, Manhattan",NYPD,221 E 123rd St,Manhattan,10035,40.802127,-73.936108,2,['Level 2 Charger'],No,No,POINT (-73.936108 40.802127)
"NYPD - 737 Melrose Ave, Bronx",NYPD,737 Melrose Ave,Bronx,10451,40.820729,-73.915665,2,['Level 2 Charger'],No,No,POINT (-73.915665 40.820729)
"NYPD - Rodmans Neck, Bronx",NYPD,Rodmans Neck,Bronx,10464,40.855351,-73.801579,2,['Level 3 Fast Charger'],No,No,POINT (-73.801579 40.855351)
"NYPD - 174-20 N Boundary Rd, Queens",NYPD,174-20 N Boundary Rd,Queens,11430,40.657122,-73.771566,6,['Level 2 Charger'],No,No,POINT (-73.771566 40.657122)
"NYPD - 521 W 57th St, Manhattan",NYPD,521 W 57th St,Manhattan,10019,40.76948,-73.989397,1,['Level 3 Fast Charger'],No,No,POINT (-73.989397 40.76948)
"NYPD - 1278 Sedgwick Ave, Bronx",NYPD,1278 Sedgwick Ave,Bronx,10452,40.840261,-73.928514,1,['Level 2 Charger'],No,No,POINT (-73.928514 40.840261)
"NYPD - 188 West 230th Street, Bronx",NYPD,188 West 230th Street,Bronx,10463,40.876963,-73.905802,2,['Level 3 Fast Charger'],No,No,POINT (-73.905802 40.876963)
"NYPD - 460 Morris Park Avenue, Bronx",NYPD,460 Morris Park Avenue,Bronx,10460,40.841527,-73.87232,2,['Level 3 Fast Charger'],No,No,POINT (-73.87232 40.841527)
"NYPD - 80 John Street, Manhattan",NYPD,80 John Street,Manhattan,10038,40.708445,-74.006886,2,['Level 3 Fast Charger'],No,No,POINT (-74.006886 40.708445)
"NYPD - 92-08 222Nd St, Queens",NYPD,92-08 222Nd St,Queens,11428,40.726329,-73.734788,2,['Level 2 Charger'],No,No,POINT (-73.734788 40.726329)
"NYPD - 2320 Hylan Blvd, Staten Island",NYPD,2320 Hylan Blvd,Staten Island,10306,40.5743,-74.105888,3,['Level 2 Charger'],No,No,POINT (-74.105888 40.5743)
"NYPD - 1264 River Ave, Bronx",NYPD,1264 River Ave,Bronx,10452,40.837181,-73.920451,2,['Level 2 Charger'],No,No,POINT (-73.920451 40.837181)
"NYPD - 2121 Eastchestr Rd, Bronx",NYPD,2121 Eastchestr Rd,Bronx,10461,40.856047,-73.843944,2,['Level 2 Charger'],No,No,POINT (-73.843944 40.856047)
"NYPD - 2927 W 8Th St, Brooklyn",NYPD,2927 W 8Th St,Brooklyn,11224,40.576822,-73.976465,2,['Level 2 Charger'],No,No,POINT (-73.976465 40.576822)
"NYPD - 1016 Gravesend Neck Rd, Brooklyn",NYPD,1016 Gravesend Neck Rd,Brooklyn,11223,40.59445,-73.960233,2,['Level 2 Charger'],No,No,POINT (-73.960233 40.59445)
"NYPD - 401 Thomas S Boyland St, Brooklyn",NYPD,401 Thomas S Boyland St,Brooklyn,11212,40.670653,-73.913955,2,['Level 2 Charger'],No,No,POINT (-73.913955 40.670653)
"NYPD - 19 1/2 Pitt St, Manhattan",NYPD,19 1/2 Pitt St,Manhattan,10002,40.716209,-73.983605,2,['Level 2 Charger'],No,No,POINT (-73.983605 40.716209)
"NYPD - 3529 College Point Blvd, Queens",NYPD,3529 College Point Blvd,Queens,11354,40.762473,-73.835496,2,['EV Solar Arc Charger'],No,No,POINT (-73.835496 40.762473)
"NYPD - 130-30 28Th Ave, Queens",NYPD,130-30 28Th Ave,Queens,11354,40.772829,-73.838857,2,['EV Solar Arc Charger'],No,No,POINT (-73.838857 40.772829)
"NYPD - 4223 Third Ave, Bronx",NYPD,4223 Third Ave,Bronx,10457,40.84707,-73.895984,3,['EV Solar Arc Charger'],No,No,POINT (-73.895984 40.84707)
"NYPD - 700 Columbia St, Brooklyn",NYPD,700 Columbia St,Brooklyn,11231,40.667954,-74.010346,1,['EV Solar Arc Charger'],No,No,POINT (-74.010346 40.667954)
"NYPD - 53-01 58Th St, Queens",NYPD,53-01 58Th St,Queens,11377,40.734205,-73.910298,2,['Level 2 Charger'],No,No,POINT (-73.910298 40.734205)
"NYPD - 1 Police Plaza Path, Manhattan",NYPD,1 Police Plaza Path,Manhattan,10038,40.712348,-74.000891,10,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-74.000891 40.712348)
"NYPD - 29 Avenue Of The Finest, Manhattan",NYPD,29 Avenue Of The Finest,Manhattan,10038,40.710369,-74.00136,1,['Level 3 Fast Charger'],No,No,POINT (-74.00136 40.710369)
"NYPD - 17 Frankfort St, Manhattan",NYPD,17 Frankfort St,Manhattan,10038,40.710932,-74.003481,1,['Level 3 Fast Charger'],No,No,POINT (-74.003481 40.710932)
"NYPD - 49-21 Metropolitan Ave, Queens",NYPD,49-21 Metropolitan Ave,Queens,11385,40.713639,-73.917886,1,['Level 3 Fast Charger'],No,No,POINT (-73.917886 40.713639)
"NYPD - 669 W 158 St, Manhattan",NYPD,669 W 158 St,Manhattan,10032,40.836055,-73.947657,4,['Level 3 Fast Charger'],No,No,POINT (-73.947657 40.836055)
"OCME - 460 Brielle Ave, Staten Island",OCME,460 Brielle Ave,Staten Island,10314,40.593798,-74.135437,2,['Level 2 Charger'],No,No,POINT (-74.135437 40.593798)
"OCME - 421 E 26th St, Manhattan",OCME,421 E 26th St,Manhattan,10016,40.738575,-73.976588,9,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.976588 40.738575)
"OCME - 599 Winthrop St, Brooklyn",OCME,599 Winthrop St,Brooklyn,11203,40.657723,-73.940499,2,['Level 2 Charger'],No,No,POINT (-73.940499 40.657723)
"OCME - 160-15 82Nd Dr, Queens",OCME,160-15 82Nd Dr,Queens,11432,40.717155,-73.805825,4,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.805825 40.717155)
"NYCEM - 165 Cadman Plz E, Brooklyn",NYCEM,165 Cadman Plz E,Brooklyn,11201,40.698761,-73.98987,11,"['EV Solar Arc Charger', 'Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.98987 40.698761)
"NYCEM - 42 Red Cross Pl, Brooklyn",NYCEM,42 Red Cross Pl,Brooklyn,11201,40.699502,-73.989556,2,['EV Solar Arc Charger'],No,No,POINT (-73.989556 40.699502)
"NYCEM - 930 Flushing Ave, Brooklyn",NYCEM,930 Flushing Ave,Brooklyn,11206,40.702555,-73.934382,6,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.934382 40.702555)
"PROB - 340 Bay St, Staten Island",PROB,340 Bay St,Staten Island,10301,40.63368,-74.075159,2,['Level 2 Charger'],No,No,POINT (-74.075159 40.63368)
"TLC - 3189 123rd St, Queens",TLC,3189 123rd St,Queens,11354,40.768295,-73.845753,24,['Level 2 Charger'],No,No,POINT (-73.845753 40.768295)
"DSNY - 803 Forbell St, Brooklyn",DSNY,803 Forbell St,Brooklyn,11208,40.664595,-73.860612,4,['Level 2 Charger'],No,No,POINT (-73.860612 40.664595)
"DSNY - 2383 Blackrock Ave, Bronx",DSNY,2383 Blackrock Ave,Bronx,10462,40.829823,-73.844707,8,['Level 2 Charger'],No,No,POINT (-73.844707 40.829823)
"NYCEM - 1 Muldoon Ave, Staten Island",NYCEM,1 Muldoon Ave,Staten Island,10314,40.575374,-74.196743,1,['Level 2 Charger'],No,No,POINT (-74.196743 40.575374)
"OTI - 15 Metrotech, Brooklyn",OTI,15 Metrotech,Brooklyn,11201,40.693707,-73.984786,1,['Level 2 Charger'],No,No,POINT (-73.984786 40.693707)
"OTI - 2 Metrotech, Brooklyn",OTI,2 Metrotech,Brooklyn,11201,40.693727,-73.985695,1,['Level 2 Charger'],No,No,POINT (-73.985695 40.693727)
"QPL - 89-11 Merrick Blvd, Queens",QPL,89-11 Merrick Blvd,Queens,11432,40.707865,-73.795295,1,['Level 2 Charger'],No,No,POINT (-73.795295 40.707865)
"QPL - 79-50 Bell Blvd, Queens",QPL,79-50 Bell Blvd,Queens,11364,40.734936,-73.755509,1,['Level 2 Charger'],No,No,POINT (-73.755509 40.734936)
"DHS - 175-10 88 Avenue, Queens",DHS,175-10 88 Avenue,Queens,11432,40.711075,-73.787032,3,['Level 2 Charger'],No,No,POINT (-73.787032 40.711075)
"DOH - 455 1st Ave., Manhattan",DOH,455 1st Ave.,Manhattan,10016,40.739162,-73.976894,2,['Level 2 Charger'],No,No,POINT (-73.976894 40.739162)
"DPR - 21 Slosson Ave, Staten Island",DPR,21 Slosson Ave,Staten Island,10314,40.62089,-74.119394,12,['Level 2 Charger'],No,No,POINT (-74.119394 40.62089)
"FDNY - 266 Rockaway Ave, Brooklyn",FDNY,266 Rockaway Ave,Brooklyn,11233,40.674096,-73.91115,1,['Level 2 Charger'],No,No,POINT (-73.91115 40.674096)
"HRA - 2440 Fulton Street, Brooklyn",HRA,2440 Fulton Street,Brooklyn,11207,40.677869,-73.903473,3,['Level 3 Fast Charger'],No,No,POINT (-73.903473 40.677869)
"DSNY - 58-73 53rd Ave, Queens",DSNY,58-73 53rd Ave,Queens,11377,40.734136,-73.909403,2,['Level 2 Charger'],No,No,POINT (-73.909403 40.734136)
"FDNY - 1592 Richmond Road, Staten Island",FDNY,1592 Richmond Road,Staten Island,10304,40.590935,-74.100895,1,['Level 3 Fast Charger'],No,No,POINT (-74.100895 40.590935)
"DPR - 1-09 Beach 30th St, Queens",DPR,1-09 Beach 30th St,Queens,11691,40.593116,-73.762539,1,['EV Solar Arc Charger'],Solar Carport Charging,No,POINT (-73.762539 40.593116)
"DOE - 86-35 235th Ct, Queens",DOE,86-35 235th Ct,Queens,11427,40.732112,-73.73246,2,['Level 2 Charger'],No,No,POINT (-73.73246 40.732112)
"DOT - 8501 5th Ave, Brooklyn",DOT,8501 5th Ave,Brooklyn,11209,40.622039,-74.025734,5,['DOT Municipal Level 2 Charger'],Yes,$0.27 per kWh,POINT (-74.025734 40.622039)
"DOC - 11-15 Hazen St, Bronx",DOC,11-15 Hazen St,Bronx,11370,40.793737,-73.884135,6,['EV Solar Canopy Charger'],No,No,POINT (-73.884135 40.793737)
"DPR - 3808 Victory Boulevard, Staten Island",DPR,3808 Victory Boulevard,Staten Island,10314,40.596755,-74.182514,4,['Level 2 Charger'],No,No,POINT (-74.182514 40.596755)
"DEP - 127-17 92nd Ave, Queens",DEP,127-17 92nd Ave,Queens,11418,40.697353,-73.821682,4,['Level 2 Charger'],No,No,POINT (-73.821682 40.697353)
"DOE - 41-77 Little Neck Pkwy, Queens",DOE,41-77 Little Neck Pkwy,Queens,11363,40.771186,-73.739252,1,['Level 2 Charger'],No,No,POINT (-73.739252 40.771186)
"DOC - 10- 10 Hazen St, Bronx",DOC,10- 10 Hazen St,Bronx,11370,40.793474,-73.884161,2,['Level 2 Charger'],No,No,POINT (-73.884161 40.793474)
"DOT - 2478 Jerome Avenue, Bronx",DOT,2478 Jerome Avenue,Bronx,10468,40.863249,-73.90068,5,['DOT Municipal Level 2 Charger'],Yes,$0.27 per kWh,POINT (-73.90068 40.863249)
"DPR - 25 Slosson Ave, Staten Island",DPR,25 Slosson Ave,Staten Island,10314,40.620778,-74.119351,2,['Level 2 Charger'],No,No,POINT (-74.119351 40.620778)
"DOT - 3510 Jerome Avenue, Bronx",DOT,3510 Jerome Avenue,Bronx,10467,40.88316,-73.880887,4,['DOT Municipal Level 2 Charger'],Yes,$0.27 per kWh,POINT (-73.880887 40.88316)
"DOT - 141-22 Brookville Blvd, Queens",DOT,141-22 Brookville Blvd,Queens,11422,40.664556,-73.740159,1,['Level 2 Charger'],No,No,POINT (-73.740159 40.664556)
"DOT - 105-113 Essex Street & 112-120 Ludlow Street, Manhattan",DOT,105-113 Essex Street & 112-120 Ludlow Street,Manhattan,10002,40.719086,-73.98794,13,"['DOT Municipal Level 2 Charger', 'DOT Municipal Level 3 Charger']",Yes,$0.39 per kWh,POINT (-73.98794 40.719086)
"DOT - 45-40 Court Square, Queens",DOT,45-40 Court Square,Queens,11101,40.745815,-73.943549,13,"['DOT Municipal Level 2 Charger', 'DOT Municipal Level 3 Charger']",Yes,$0.39 per kWh,POINT (-73.943549 40.745815)
"DOT - 42-00 Vernon Boulevard, Queens",DOT,42-00 Vernon Boulevard,Queens,11101,40.754395,-73.94923,5,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.94923 40.754395)
"DPR - 54-54 43rd St, Queens",DPR,54-54 43rd St,Queens,11378,40.73087,-73.925175,2,['Level 2 Charger'],No,No,POINT (-73.925175 40.73087)
"DSNY - 2501 Knapp St, Brooklyn",DSNY,2501 Knapp St,Brooklyn,11235,40.592214,-73.932546,3,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.932546 40.592214)
"FDNY - 720 Melrose Avenue, Bronx",FDNY,720 Melrose Avenue,Bronx,10455,40.820422,-73.915778,3,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.915778 40.820422)
"DOT - 80-25 126th Street, Queens",DOT,80-25 126th Street,Queens,11415,40.714856,-73.82705,34,"['DOT Municipal Level 2 Charger', 'DOT Municipal Level 3 Charger']",Yes,$0.27 per kWh,POINT (-73.82705 40.714856)
"DOT - 32-11 Harper St, Queens",DOT,32-11 Harper St,Queens,11368,40.764102,-73.842217,1,['EV Solar Arc Charger'],No,No,POINT (-73.842217 40.764102)
"DOT - 345 East 59th Street, Manhattan",DOT,345 East 59th Street,Manhattan,10022,40.759933,-73.962697,10,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.962697 40.759933)
"DSNY - 80 Henry Street, Brooklyn",DSNY,80 Henry Street,Brooklyn,10002,40.698451,-73.992546,1,['Level 2 Charger'],No,No,POINT (-73.992546 40.698451)
"DOT - 150-07 Archer Avenue, Queens",DOT,150-07 Archer Avenue,Queens,11432,40.701386,-73.80374,3,['DOT Municipal Level 2 Charger'],Yes,$0.27 per kWh,POINT (-73.80374 40.701386)
"DPR - 29 N 10th St, Brooklyn",DPR,29 N 10th St,Brooklyn,11249,40.722456,-73.96068,2,['EV Solar Arc Charger'],No,No,POINT (-73.96068 40.722456)
"NYPD - 450 Cross Bronx Expy, Bronx",NYPD,450 Cross Bronx Expy,Bronx,10457,40.844149,-73.900604,2,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.900604 40.844149)
"DPR - 3278 Middletown Rd, Bronx",DPR,3278 Middletown Rd,Bronx,10465,40.848118,-73.821238,2,['EV Solar Arc Charger'],No,No,POINT (-73.821238 40.848118)
"DOT - 2900 Flatbush Avenue, Brooklyn",DOT,2900 Flatbush Avenue,Brooklyn,11234,40.600248,-73.912051,2,['Level 3 Fast Charger'],No,No,POINT (-73.912051 40.600248)
"DOT - 32 Old Slip, Manhattan",DOT,32 Old Slip,Manhattan,10005,40.703573,-74.008036,4,['Level 2 Charger'],No,No,POINT (-74.008036 40.703573)
"DOT - 42 South St, Manhattan",DOT,42 South St,Manhattan,10005,40.703466,-74.007538,4,['Level 2 Charger'],No,No,POINT (-74.007538 40.703466)
"NYPD - 151 West 100th Street, Manhattan",NYPD,151 West 100th Street,Manhattan,10025,40.79625,-73.967509,1,['Level 3 Fast Charger'],No,No,POINT (-73.967509 40.79625)
"DOT - 54 Central Avenue, Staten Island",DOT,54 Central Avenue,Staten Island,10301,40.640566,-74.076713,5,['DOT Municipal Level 2 Charger'],Yes,$0.27 per kWh,POINT (-74.076713 40.640566)
"DPR - 3002 Foster Avenue, Brooklyn",DPR,3002 Foster Avenue,Brooklyn,11210,40.638609,-73.948086,2,['Level 3 Fast Charger'],No,No,POINT (-73.948086 40.638609)
"DSNY - 559 Park Avenue, Brooklyn",DSNY,559 Park Avenue,Brooklyn,11205,40.697144,-73.953529,29,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.953529 40.697144)
"DPR - 1-00 Meridian Rd, Queens",DPR,1-00 Meridian Rd,Queens,11368,40.741892,-73.84454,1,['EV Solar Arc Charger'],No,No,POINT (-73.84454 40.741892)
"FDNY - 58-65 52nd Road, Queens",FDNY,58-65 52nd Road,Queens,11377,40.73442,-73.907602,4,['Level 2 Charger'],No,No,POINT (-73.907602 40.73442)
"DSNY - 59-98 52nd Rd, Queens",DSNY,59-98 52nd Rd,Queens,11377,40.734035,-73.906155,2,['Level 2 Charger'],No,No,POINT (-73.906155 40.734035)
"NYPD - 137-58 Northern Blvd, Queens",NYPD,137-58 Northern Blvd,Queens,11354,40.763664,-73.829208,1,['Level 2 Charger'],No,No,POINT (-73.829208 40.763664)
"DOH - 485 Throop Avenue, Brooklyn",DOH,485 Throop Avenue,Brooklyn,11221,40.685654,-73.941462,4,"['Level 2 Charger', 'Level 3 Fast Charger']",No,No,POINT (-73.941462 40.685654)
"FDNY - 301 Gold Street, Brooklyn",FDNY,301 Gold Street,Brooklyn,11201,40.695447,-73.983228,1,['Level 3 Fast Charger'],No,No,POINT (-73.983228 40.695447)
"DCAS - 130 Stuyvesant Place, Staten Island",DCAS,130 Stuyvesant Place,Staten Island,10301,40.642907,-74.076889,2,['Level 3 Fast Charger'],No,No,POINT (-74.076889 40.642907)
"NYPD - 301 Gold Street, Brooklyn",NYPD,301 Gold Street,Brooklyn,11201,40.695447,-73.983228,1,['Level 3 Fast Charger'],No,No,POINT (-73.983228 40.695447)
"DSNY - 580 Main St, Manhattan",DSNY,580 Main St,Manhattan,10044,40.76295,-73.949097,1,['Level 2 Charger'],No,No,POINT (-73.949097 40.76295)
"DPR - 3-66 Beach 75th Street, Queens",DPR,3-66 Beach 75th Street,Queens,11692,40.591747,-73.803252,14,['Level 2 Charger'],No,No,POINT (-73.803252 40.591747)
"DSNY - 1010 Muldoon Ave, Staten Island",DSNY,1010 Muldoon Ave,Staten Island,10312,40.571138,-74.195348,3,['Level 2 Charger'],No,No,POINT (-74.195348 40.571138)
"DPR - 2131 Hart St, Bronx",DPR,2131 Hart St,Bronx,10473,40.811647,-73.846685,1,['EV Solar Arc Charger'],No,No,POINT (-73.846685 40.811647)
"DPR - 97-77 Queens Boulevard, Queens",DPR,97-77 Queens Boulevard,Queens,11374,40.728721,-73.858501,28,['Level 2 Charger'],No,No,POINT (-73.858501 40.728721)
"DCAS - 851 Grand Concourse, Bronx",DCAS,851 Grand Concourse,Bronx,10451,40.826048,-73.923102,1,['Level 2 Charger'],No,No,POINT (-73.923102 40.826048)
"DOE - 143 Baxter St, Manhattan",DOE,143 Baxter St,Manhattan,10013,40.718903,-73.998438,2,['Level 2 Charger'],No,No,POINT (-73.998438 40.718903)
"DSNY - 455 Park Avenue, Brooklyn",DSNY,455 Park Avenue,Brooklyn,11205,40.696528,-73.958885,2,['Level 2 Charger'],No,No,POINT (-73.958885 40.696528)
