,agency,station_name,charger_types,no_of_ports,street,city,postcode,borough,public_charger_,fee_for_city_drivers,latitude,longitude,community_district,council_district,census_tract,bin,bbl,nta,station_id,geometry
212,DPR,"DPR - 1 Bronx River Pkwy, Bronx","['Level 2 Charger', 'Level 3 Fast Charger']",14,1 Bronx River Pkwy,Bronx,10462,Bronx,No,No,40.847311,-73.870827,227.0,15.0,334.0,2101002.0,2043330001.0,BX2791,urn:agentwin:city:ev-charging-station:44e54b795ea6056cd9eb703f038eb3329c3afae181e938d807d8b237e277dd8d,POINT (-73.870827 40.847311)
213,DPR,"DPR - 126 Hell Gate Circle, Manhattan",['Level 2 Charger'],2,126 Hell Gate Circle,New York,10035,Manhattan,No,No,40.786761,-73.928799,111.0,8.0,240.0,1088303.0,1018190010.0,MN1191,urn:agentwin:city:ev-charging-station:61c4666ab78e2b3d15ea32c070db1022b5dd4fd7d77986fe1f5903b990ab47a2,POINT (-73.928799 40.786761)
214,DPR,"DPR - 111 Sunken Garden Loop, Manhattan",['Level 2 Charger'],5,111 Sunken Garden Loop,New York,10035,Manhattan,No,No,40.786373,-73.931656,111.0,8.0,240.0,1088087.0,1018190010.0,MN1191,urn:agentwin:city:ev-charging-station:2d1218f658c92adc2dbc530c77574a055819c22d802510eb195587a600a064cb,POINT (-73.931656 40.786373)
215,DPR,"DPR - 177-01 Baisley Blvd, Queens",['Level 2 Charger'],4,177-01 Baisley Blvd,Jamaica,11434,Queens,No,No,40.686284,-73.768455,412.0,27.0,426.0,4268835.0,4124060180.0,QN1205,urn:agentwin:city:ev-charging-station:eaa5356404589609c42c23c4a221adc9446e8feffc02f27619e25cd886388da0,POINT (-73.768455 40.686284)
216,DPR,"DPR - 150-03 Jamaica Ave, Queens",['Level 2 Charger'],1,150-03 Jamaica Ave,Jamaica,11432,Queens,No,No,40.702376,-73.803607,412.0,27.0,240.0,4438667.0,4096820001.0,QN1201,urn:agentwin:city:ev-charging-station:96b0ac3d7472fe66764d45723351d5380598149c7bcf953320492133419ef853,POINT (-73.803607 40.702376)
217,DPR,"DPR - 500 W 129th St, Manhattan",['Level 2 Charger'],2,500 W 129th St,New York,10027,Manhattan,No,No,40.815204,-73.955246,109.0,7.0,219.0,1076683.0,1019830006.0,MN0902,urn:agentwin:city:ev-charging-station:356841256f76d3452f761d9cc126d79b4dd759d29c1514e7efec90aac637b85b,POINT (-73.955246 40.815204)
218,DSNY,"DSNY - 650 W 57th St, Manhattan","['Level 2 Charger', 'Level 3 Fast Charger']",13,650 W 57th St,New York,10019,Manhattan,No,No,40.771149,-73.993415,104.0,6.0,13502.0,1087609.0,1011040001.0,MN0402,urn:agentwin:city:ev-charging-station:b984082028cbc0c62115ec9190ddec738e950d3e818e2201ef27e21b51f48de7,POINT (-73.993415 40.771149)
219,DPR,"DPR - 1150 Clove Road, Staten Island",['Level 2 Charger'],4,1150 Clove Road,Staten Island,10301,Staten Island,No,No,40.618239,-74.105161,501.0,49.0,147.0,5112426.0,5003190001.0,SI0105,urn:agentwin:city:ev-charging-station:d503b5c3ef393a043ceef3f94bbb7534a55ef683b1a28e6a31f9d14817a7c1d2,POINT (-74.105161 40.618239)
220,DPR,"DPR - 4119 7th Ave, Brooklyn",['Level 2 Charger'],1,4119 7th Ave,Brooklyn,11232,Brooklyn,No,No,40.647324,-74.000818,307.0,38.0,9201.0,3018162.0,3009220002.0,BK0703,urn:agentwin:city:ev-charging-station:84cda3d47140098b6e489f71229b6edd152ed69f0eb2ddbcccbe8fee3f548575,POINT (-74.000818 40.647324)
221,DPR,"DPR - 5788 Broadway, Bronx",['EV Solar Arc Charger'],1,5788 Broadway,North Riverdale,10471,Bronx,No,No,40.884065,-73.901217,208.0,11.0,283.0,2016176.0,2032700009.0,BX0802,urn:agentwin:city:ev-charging-station:77af4889c9c0ab20ed4e201e10f98687da9e6e480f6ae112380550a32a1a81ab,POINT (-73.901217 40.884065)
222,DPR,"DPR - David Sheridan Plaza, Bronx",['EV Solar Arc Charger'],2,David Sheridan Plaza,The Bronx,10471,Bronx,No,No,40.904759,-73.896715,208.0,11.0,345.0,,,BX0803,urn:agentwin:city:ev-charging-station:4ccee779bf817f035134e9a86e56ffebd71ff8685778c3e59b93bc416ac18700,POINT (-73.896715 40.904759)
223,DPR,"DPR - 698 West 135Th Street, Manhattan",['Level 2 Charger'],2,698 West 135Th Street,New York,10031,Manhattan,No,No,40.821351,-73.958067,109.0,7.0,22302.0,1076688.0,1020050027.0,MN0902,urn:agentwin:city:ev-charging-station:850364effcbeefaec9efcdb74567bd217364b595974a66d37ff306fda8bdbf57,POINT (-73.958067 40.821351)
224,DPR,"DPR - 161 Chester Ave, Staten Island",['EV Solar Arc Charger'],1,161 Chester Ave,Staten Island,10312,Staten Island,No,No,40.52066,-74.184425,503.0,51.0,198.0,,,SI0304,urn:agentwin:city:ev-charging-station:8b6db22a6330f0203f68745092a711f8fa6c3d152282ad4852f7785da1be1173,POINT (-74.184425 40.52066)
225,DPR,"DPR - 830 5th Avenue, Manhattan",['Level 2 Charger'],4,830 5th Avenue,New York,10065,Manhattan,No,No,40.767711,-73.970516,164.0,6.0,143.0,1083811.0,1011110001.0,MN6491,urn:agentwin:city:ev-charging-station:8b89d5ebe6d1f5327d293877a8052e47cb3ea657f269e3409222b25160540131,POINT (-73.970516 40.767711)
226,DPR,"DPR - 20 Bronx Shore Rd, Manhattan","['Level 2 Charger', 'Level 3 Fast Charger']",14,20 Bronx Shore Rd,New York,10035,Manhattan,No,No,40.79952,-73.92227,111.0,8.0,240.0,1085922.0,1018190203.0,MN1191,urn:agentwin:city:ev-charging-station:2cff884552ad5fa9d04f330cadcdb99f07543e226b6917af4d4d9eef0fcc0c1d,POINT (-73.92227 40.79952)
227,DPR,"DPR - 50 85Th St Transverse, Manhattan",['Level 2 Charger'],2,50 85Th St Transverse,New York,10128,Manhattan,No,No,40.781339,-73.962508,164.0,6.0,143.0,,,MN6491,urn:agentwin:city:ev-charging-station:a32f84e17abbc4b490728993de015a28be1d3a4b6f7b68f78dcb42544a8ab58c,POINT (-73.962508 40.781339)
228,DPR,"DPR - 95 Prospect Park West, Brooklyn",['Level 2 Charger'],18,95 Prospect Park West,Brooklyn,11215,Brooklyn,No,No,40.667391,-73.974508,355.0,39.0,177.0,3339260.0,3011170001.0,BK5591,urn:agentwin:city:ev-charging-station:ded87206d70c2cd9c271ebf9a8375a1a6b7c0b1054c7a666198e6ea70c13d960,POINT (-73.974508 40.667391)
229,DPR,"DPR - 222 Poillon Ave, Staten Island",['Level 2 Charger'],2,222 Poillon Ave,Annadale,10312,Staten Island,No,No,40.530065,-74.176447,503.0,51.0,176.0,5133519.0,5064610002.0,SI0304,urn:agentwin:city:ev-charging-station:bf704b3d1f085321470027cec591a82cf000ba794fe5c1a8dbbe8eceedb2460c,POINT (-74.176447 40.530065)
230,DPR,"DPR - 575 Arthur Kill Rd, Staten Island",['Level 2 Charger'],8,575 Arthur Kill Rd,Staten Island,10308,Staten Island,No,No,40.56161,-74.160443,503.0,51.0,279.0,5153576.0,5055550001.0,SI0203,urn:agentwin:city:ev-charging-station:376b7946c8abb9fff7b317d6c963dad3287c91b1e5eefb36923249206ca3be65,POINT (-74.160443 40.56161)
231,DPR,"DPR - 334 Furman St, Brooklyn",['Level 2 Charger'],2,334 Furman St,Brooklyn Heights,11201,Brooklyn,No,No,40.693999,-73.999196,302.0,33.0,301.0,3423338.0,3002450015.0,BK0201,urn:agentwin:city:ev-charging-station:e85b294eeeffdd0045b9a2cc68b85b0b686bd8ad5c4128e16f70cf66f052e247,POINT (-73.999196 40.693999)
232,DPR,"DPR - 110 Kent Ave, Brooklyn",['Level 2 Charger'],2,110 Kent Ave,Brooklyn,11249,Brooklyn,No,No,40.720795,-73.961226,301.0,33.0,557.0,3061864.0,3023160049.0,BK0102,urn:agentwin:city:ev-charging-station:88a62d2f822c5d53c8b2217cfaac75e1343bfd82e5067e3ee5efeb42f3d66ed0,POINT (-73.961226 40.720795)
233,DPR,"DPR - 2-42 N 10Th St, Brooklyn",['Level 2 Charger'],2,2-42 N 10Th St,Williamsburg,11249,Brooklyn,No,No,40.717655,-73.953014,301.0,33.0,519.0,3398096.0,3023070001.0,BK0102,urn:agentwin:city:ev-charging-station:de441f1a7114410de60893bcff148df0faf5f914250d9f48ecfea47f248f1ba1,POINT (-73.953014 40.717655)
234,DPR,"DPR - 1831 Unionport Rd, Bronx",['Level 2 Charger'],12,1831 Unionport Rd,East Bronx,10462,Bronx,No,No,40.845802,-73.868694,211.0,13.0,220.0,2042490.0,2040110011.0,BX0601,urn:agentwin:city:ev-charging-station:1871bb16e603ed964d46f55c46bb8f584da30380f50f01633ef66990ea0941ca,POINT (-73.868694 40.845802)
235,DPR,"DPR - 14 Bronx Shore Rd, Manhattan",['Level 2 Charger'],12,14 Bronx Shore Rd,New York,10035,Manhattan,No,No,40.79872,-73.921194,111.0,8.0,240.0,1088069.0,1018190203.0,MN1191,urn:agentwin:city:ev-charging-station:cc6a2b495e2542e388d057b5c0eade9a8f678a3c1dbcbfeb457fecf9dc484adc,POINT (-73.921194 40.79872)
236,DPR,"DPR - 37-49 Bronx Shore Rd, Manhattan",['Level 2 Charger'],2,37-49 Bronx Shore Rd,New York,10035,Manhattan,No,No,40.800068,-73.925671,111.0,8.0,240.0,1088067.0,1018190203.0,MN1191,urn:agentwin:city:ev-charging-station:aa62f7e91be40043b4acd867ac0d3fd9d6338c20a0825cd27b4db256db40d195,POINT (-73.925671 40.800068)
237,DPR,"DPR - 298 Satterlee St, Staten Island",['Level 2 Charger'],2,298 Satterlee St,Tottenville,10307,Staten Island,No,No,40.502357,-74.25144,503.0,51.0,24402.0,5126463.0,5078570001.0,SI0305,urn:agentwin:city:ev-charging-station:7df47aa451f147e487999b9f8be548061a267912d2bbade931f9036500d22c2b,POINT (-74.25144 40.502357)
238,DPR,"DPR - 19600 Union Tpke, Queens","['EV Solar Arc Charger', 'Level 2 Charger']",5,19600 Union Tpke,Fresh Meadows,11366,Queens,No,No,40.730929,-73.774773,408.0,23.0,1283.0,4591812.0,4072900001.0,QN0891,urn:agentwin:city:ev-charging-station:3310880b6f6107e093f0d2e1486ac221ae9196bf66c52b5831356f13c63fe7a6,POINT (-73.774773 40.730929)
239,DPR,"DPR - 196-03 Grand Central Pkwy, Queens",['Level 2 Charger'],2,196-03 Grand Central Pkwy,Queens,11423,Queens,No,No,40.725107,-73.771463,408.0,23.0,1283.0,4552141.0,4200069999.0,QN0891,urn:agentwin:city:ev-charging-station:539f92482045f031d85dcea3169ce31eed9f95925c40e71bd0b709cbbd364045,POINT (-73.771463 40.725107)
240,DPR,"DPR - Cunningham Park State Rte, Queens",['EV Solar Arc Charger'],2,Cunningham Park State Rte,Fresh Meadows,11366,Queens,No,No,40.728776,-73.764505,408.0,23.0,1283.0,4000000.0,4073000001.0,QN0891,urn:agentwin:city:ev-charging-station:e6dc53e126d80f85ca7368e260d00f0cd8cef4f3091e3239c3c5126e15e318e1,POINT (-73.764505 40.728776)
241,DPR,"DPR - 196-10 Union Tpke, Queens",['EV Solar Arc Charger'],1,196-10 Union Tpke,Queens,11366,Queens,No,No,40.730954,-73.77464,408.0,23.0,1283.0,4156608.0,4072900001.0,QN0891,urn:agentwin:city:ev-charging-station:c73dbfde7f0f5d59df0884e3fd3831ef306b6ab78deeacafadc2da8f7a2af4b1,POINT (-73.77464 40.730954)
242,DPR,"DPR - 8 Olmsted Dr, Queens","['EV Solar Arc Charger', 'Level 2 Charger']",15,8 Olmsted Dr,Queens,11368,Queens,No,No,40.752164,-73.84963,481.0,21.0,38302.0,4541448.0,4020180500.0,QN8191,urn:agentwin:city:ev-charging-station:1d846b74b3e9895fefc5d71839362b85b0f30fcca0adcfea1660cb99e39d20ae,POINT (-73.84963 40.752164)
243,DPR,"DPR - 125-40 Roosevelt Ave, Queens",['Level 2 Charger'],3,125-40 Roosevelt Ave,Flushing,11355,Queens,No,No,40.752442,-73.837885,481.0,21.0,38302.0,4540097.0,4020180001.0,QN8191,urn:agentwin:city:ev-charging-station:e9d5cd6a60762dd5ab85bf8fd0f8d255fd4a7cf09ce3f7446fdbb2b8aae12973,POINT (-73.837885 40.752442)
244,DPR,"DPR - 501 Brielle Ave, Staten Island",['Level 2 Charger'],2,501 Brielle Ave,Staten Island,10314,Staten Island,No,No,40.592224,-74.13628,502.0,50.0,27302.0,5107273.0,5019550001.0,SI0203,urn:agentwin:city:ev-charging-station:d5eb3c135109f4c9ab3ee4190154b97ae18949f45d710f60b1453ce61d0a079d,POINT (-74.13628 40.592224)
245,DPR,"DPR - 25-10 Queens Plaza S, Queens",['Level 2 Charger'],2,25-10 Queens Plaza S,Queens,11101,Queens,No,No,40.750369,-73.940301,402.0,26.0,1902.0,4000000.0,4004230025.0,QN0201,urn:agentwin:city:ev-charging-station:c6e7f01dda6c64316c5cfd919538fd0959d9f6d105b2ed433216bc0c260f73fa,POINT (-73.940301 40.750369)
246,DPR,"DPR - 191-249 Nevada Ave, Staten Island",['Level 2 Charger'],1,191-249 Nevada Ave,Staten Island,10306,Staten Island,No,No,40.584008,-74.125528,502.0,50.0,181.0,5158050.0,5009520275.0,SI0203,urn:agentwin:city:ev-charging-station:4111ce8fa95cda344d015dc114b74f9a18a16c2097ba053d3f14725fee14bac5,POINT (-74.125528 40.584008)
247,DPR,"DPR - 2900 Flatbush Ave, Brooklyn",['EV Solar Arc Charger'],3,2900 Flatbush Ave,Brooklyn,11234,Brooklyn,No,No,40.600248,-73.912051,318.0,46.0,666.0,3397327.0,3085900600.0,BK1891,urn:agentwin:city:ev-charging-station:bb9101ffb3b47ceb751e2242fb37dc079862e9f4d4204a9cf8ee39ab82cc1a29,POINT (-73.912051 40.600248)
248,DPR,"DPR - 20 Randalls Is Rd, Manhattan",['Level 2 Charger'],2,20 Randalls Is Rd,New York,10035,Manhattan,No,No,40.795535,-73.922671,111.0,8.0,240.0,1000000.0,1018190203.0,MN1191,urn:agentwin:city:ev-charging-station:33c45dcac726d415d808c1d97d2507df9cd98481890e4dafff1bc0337c43ce77,POINT (-73.922671 40.795535)
249,DPR,"DPR - 600 W 218th St, Manhattan",['EV Solar Arc Charger'],2,600 W 218th St,New York,10034,Manhattan,No,No,40.872891,-73.918159,112.0,10.0,307.0,1065082.0,1022500058.0,MN1203,urn:agentwin:city:ev-charging-station:c7d58d12202275481464bc45fd6abe0d7b692a0235f41e157ba0553526cf7cdd,POINT (-73.918159 40.872891)
250,DPR,"DPR - 15 Murray Hulbert Ave, Staten Island",['Level 2 Charger'],2,15 Murray Hulbert Ave,Staten Island,10301,Staten Island,No,No,40.636297,-74.073382,501.0,49.0,21.0,5155219.0,5004870100.0,SI0102,urn:agentwin:city:ev-charging-station:f1a6e2ca8f0383187c14f94595f8a4f9031c07a03b08585be41e454ad01b9f86,POINT (-74.073382 40.636297)
251,DPR,"DPR - 405 Capodanno Blvd, Staten Island",['EV Solar Arc Charger'],3,405 Capodanno Blvd,Tompkinsville,10304,Staten Island,No,No,40.587755,-74.069261,502.0,50.0,7002.0,5145877.0,5034910116.0,SI0201,urn:agentwin:city:ev-charging-station:3ef08c1be1b3f03c802a11dfe833299eb26192f1e17d7326e6ba27bc3118c014,POINT (-74.069261 40.587755)
252,DPR,"DPR - 829 Father Capodanno Blvd, Staten Island",['EV Solar Arc Charger'],2,829 Father Capodanno Blvd,Midland Beach,10305,Staten Island,No,No,40.575685,-74.083179,502.0,50.0,11201.0,5174902.0,5038327501.0,SI0202,urn:agentwin:city:ev-charging-station:a882f95a6709959a3fd9b0ce6abfbaf45b9e5ddbdf299967905ec65701697f7e,POINT (-74.083179 40.575685)
253,DPR,"DPR - 920 Father Capodanno Blvd, Staten Island",['Level 3 Fast Charger'],2,920 Father Capodanno Blvd,Midland Beach,10305,Staten Island,NYC DC Fast Public Charging,No,40.575993,-74.082618,595.0,50.0,11201.0,,,SI0202,urn:agentwin:city:ev-charging-station:bf378f54f30c29e5d339e28dc9a3e905112630a27017921fe50c654cb528e4ca,POINT (-74.082618 40.575993)
254,DPR,"DPR - 625 Father Capodanno Blvd, Staten Island",['Level 3 Fast Charger'],2,625 Father Capodanno Blvd,South Beach,10305,Staten Island,NYC DC Fast Public Charging,No,40.582243,-74.074594,502.0,50.0,7002.0,5164735.0,5033550001.0,SI0201,urn:agentwin:city:ev-charging-station:170faba4004446eae3da986a62cf28aaf94c52859c505b721ec5e47f81abb331,POINT (-74.074594 40.582243)
255,DPR,"DPR - 631-643 Father Capodanno Blvd, Staten Island",['Level 2 Charger'],4,631-643 Father Capodanno Blvd,South Beach,10305,Staten Island,No,No,40.581606,-74.075187,502.0,50.0,7002.0,5170654.0,5033550001.0,SI0201,urn:agentwin:city:ev-charging-station:0ec541ee303b267dab6ca655bf9cb53262027b6b1f00f9976bc54f41936d450e,POINT (-74.075187 40.581606)
256,DPR,"DPR - 117-2 Roosevelt Ave, Queens",['Level 2 Charger'],22,117-2 Roosevelt Ave,Corona,11368,Queens,No,No,40.751876,-73.849331,481.0,21.0,38302.0,4050124.0,4020180500.0,QN8191,urn:agentwin:city:ev-charging-station:ea0f918772507f8fcaf702ba194e347992c2efbaf8254cae4a2ec6b7f7d1f942,POINT (-73.849331 40.751876)
257,DPR,"DPR - 6 Olmsted Dr, Queens",['Level 2 Charger'],10,6 Olmsted Dr,Corona,11368,Queens,No,No,40.752167,-73.849641,481.0,21.0,38302.0,4050124.0,4020180500.0,QN8191,urn:agentwin:city:ev-charging-station:9466632fdc67cb432fdaeaebafc9cfb5846be93adbc7544b973ba7ecb2f0e127,POINT (-73.849641 40.752167)
258,DPR,"DPR - 397 Coney Island Ave, Brooklyn",['Level 2 Charger'],4,397 Coney Island Ave,Flatbush,11218,Brooklyn,No,No,40.649009,-73.971603,314.0,40.0,177.0,3256655.0,3050510001.0,BK5591,urn:agentwin:city:ev-charging-station:a7658699e9cb0d667b3b097254b3160c5b6d13b5904bc49b13f8e42c027591e3,POINT (-73.971603 40.649009)
259,DPR,"DPR - 269 Dyckman St, Manhattan",['Level 2 Charger'],2,269 Dyckman St,New York,10034,Manhattan,No,No,40.866824,-73.928811,112.0,10.0,297.0,1089222.0,1022552000.0,MN1292,urn:agentwin:city:ev-charging-station:61a10acd55bc09d5c8cc17941a2c501f869c3164445e6e0104785efe9a9d9f53,POINT (-73.928811 40.866824)
260,DPR,"DPR - 2029 Burr Ave, Bronx",['EV Solar Arc Charger'],3,2029 Burr Ave,Bronx,10461,Bronx,No,No,40.853828,-73.827513,210.0,13.0,300.0,2047778.0,2042490041.0,BX1003,urn:agentwin:city:ev-charging-station:6e8613788dcb714548da61da3c8d2ee63ad240ffc0279a12a2dc67e3f3276cd6,POINT (-73.827513 40.853828)
261,DPR,"DPR - 103-68 41st Ave, Queens",['Level 2 Charger'],2,103-68 41st Ave,Corona,11368,Queens,No,No,40.74913,-73.861966,404.0,21.0,40501.0,,,QN0402,urn:agentwin:city:ev-charging-station:a50e9ae7eb10d4fa6055edc2d53e39e47928529bdbf0e9d7d9008a6bc1f9695c,POINT (-73.861966 40.74913)
262,DPR,"DPR - 23-10 Queens Plaza S, Queens",['Level 2 Charger'],2,23-10 Queens Plaza S,Long Island City,11101,Queens,No,No,40.751136,-73.94204,402.0,26.0,1903.0,4005066.0,4004250005.0,QN0201,urn:agentwin:city:ev-charging-station:841a6b13600766247730cb70d3e9825bbacd98f24a58be6e32280a422f5890ac,POINT (-73.94204 40.751136)
263,DPR,"DPR - 8298 88Th Pl, Queens",['Level 2 Charger'],4,8298 88Th Pl,Flushing,11385,Queens,No,No,40.701474,-73.858238,405.0,32.0,639.0,,,QN0503,urn:agentwin:city:ev-charging-station:52c93a73059cd52f7c54b3b2e79a610cf8dcd745975f7cf33bd023b4b34d1036,POINT (-73.858238 40.701474)
264,DPR,"DPR - 43 Flushing Meadows Corona Park Rd, Queens",['Level 2 Charger'],4,43 Flushing Meadows Corona Park Rd,Queens,11368,Queens,No,No,40.742377,-73.842157,481.0,21.0,38302.0,4000000.0,4020180001.0,QN8191,urn:agentwin:city:ev-charging-station:b0dde174eefc82bd8b00fb4d4205ec37e3e9798c6ae3eaba90e4195dc6d0e838,POINT (-73.842157 40.742377)
265,DPR,"DPR - 223 Riverside Dr, Manhattan",['EV Solar Arc Charger'],2,223 Riverside Dr,New York,10025,Manhattan,No,No,40.795089,-73.976207,107.0,6.0,183.0,1034176.0,1012530004.0,MN0702,urn:agentwin:city:ev-charging-station:47daf1977084c2141a93c00c11a3dde7defe3be16fe61cea5859b7fc7041c460,POINT (-73.976207 40.795089)
266,DPR,"DPR - 16-25 Seagirt Blvd, Queens",['Level 2 Charger'],2,16-25 Seagirt Blvd,Rockaway Park,11694,Queens,No,No,40.595127,-73.750371,414.0,31.0,101004.0,4299407.0,4156490001.0,QN1401,urn:agentwin:city:ev-charging-station:461a935687b613520c00adcf63d236e264fc8dd911d1cd4efb27f9482fd795f3,POINT (-73.750371 40.595127)
267,DPR,"DPR - 1 Beach 56th Pl, Queens",['EV Solar Arc Charger'],1,1 Beach 56th Pl,Queens,11692,Queens,No,No,40.590278,-73.786049,414.0,31.0,97202.0,,,QN1402,urn:agentwin:city:ev-charging-station:6eea0f1471db01a225986c855e7d1fae65c268ade0b8193fcd91d95a26b402b2,POINT (-73.786049 40.590278)
268,DPR,"DPR - 9111 Shore Front Pkwy, Queens",['EV Solar Arc Charger'],1,9111 Shore Front Pkwy,Queens,11693,Queens,No,No,40.584396,-73.813149,414.0,32.0,94203.0,,,QN1402,urn:agentwin:city:ev-charging-station:50a0b2d7ad4ac86401702ebd0176115f56851c9f8b4ba71ddc8877b41633e5b6,POINT (-73.813149 40.584396)
269,DPR,"DPR - 8601 Shore Front Pkwy, Queens",['EV Solar Arc Charger'],1,8601 Shore Front Pkwy,Far Rockaway,11691,Queens,No,No,40.584972,-73.810876,414.0,32.0,94203.0,4303674.0,4161500100.0,QN1402,urn:agentwin:city:ev-charging-station:5ad90f02f90cb30f3ff53f5041c43d7d4e88fddb86f8df5d086f6f2490efb816,POINT (-73.810876 40.584972)
270,DPR,"DPR - 9701 Shore Front Pkwy, Queens",['EV Solar Arc Charger'],1,9701 Shore Front Pkwy,Far Rockaway,11694,Queens,No,No,40.583177,-73.817764,414.0,32.0,94201.0,4549352.0,4161890050.0,QN1402,urn:agentwin:city:ev-charging-station:597c7cea7196475ebfb0168fa4ff12451333a5a97e447281d8c55dc1a5fa69db,POINT (-73.817764 40.583177)
271,DPR,"DPR - 858-918 Victory Blvd, Staten Island",['Level 2 Charger'],2,858-918 Victory Blvd,Staten Island,10301,Staten Island,No,No,40.62368,-74.094745,501.0,49.0,39.0,,,SI0104,urn:agentwin:city:ev-charging-station:203d6869775e564c4bb9f3192df29bec3737caa2859ab461eee8b1b9ea4e70a7,POINT (-74.094745 40.62368)
272,DPR,"DPR - 42 Revere St, Staten Island","['EV Solar Arc Charger', 'Level 2 Charger']",13,42 Revere St,Silver Lake,10301,Staten Island,No,No,40.62852,-74.100238,501.0,49.0,5901.0,5156178.0,5002390001.0,SI0104,urn:agentwin:city:ev-charging-station:dde1bedba9c590ec442b34d4ef42f81079c80d8382babbf1d779bbe94fe7f642,POINT (-74.100238 40.62852)
273,DPR,"DPR - 1550 Lafayette Ave, Bronx",['Level 2 Charger'],1,1550 Lafayette Ave,Clason Point,10473,Bronx,No,No,40.819343,-73.878396,209.0,18.0,24.0,2125611.0,2035430001.0,BX0991,urn:agentwin:city:ev-charging-station:3239c31b8e343f0e9e72c94f7f08d32e58f8fbcdd33d8e112d818a10ea19e100,POINT (-73.878396 40.819343)
274,DPR,"DPR - 375 Sand Ln, Staten Island",['Level 2 Charger'],2,375 Sand Ln,Staten Island,10305,Staten Island,No,No,40.59048,-74.06675,502.0,50.0,74.0,5174859.0,5031227501.0,SI0201,urn:agentwin:city:ev-charging-station:a4f81b8e776281c0a942150c55bdc0145fd4ea4e984d131e437bb7c18091a7f2,POINT (-74.06675 40.59048)
275,DPR,"DPR - 208 Totten Ave, Queens",['Level 2 Charger'],1,208 Totten Ave,Bayside,11359,Queens,No,No,40.792442,-73.777563,407.0,19.0,999.0,4539849.0,4059170001.0,QN0761,urn:agentwin:city:ev-charging-station:f594de46e4ae1a68175bbb52093599c10e70547e557a03307174d0aab99ad60e,POINT (-73.777563 40.792442)
276,DPR,"DPR - 431 Walter Reed Rd, Queens",['Level 2 Charger'],2,431 Walter Reed Rd,Bayside,11359,Queens,No,No,40.794148,-73.775415,407.0,19.0,999.0,4539884.0,4059170001.0,QN0761,urn:agentwin:city:ev-charging-station:b6eb2440e2588876016e8f111406ad33618fee01bb76c3f18bb1e4f908187f8a,POINT (-73.775415 40.794148)
277,DPR,"DPR - 1 Marina Rd, Queens",['EV Solar Arc Charger'],1,1 Marina Rd,Queens,11368,Queens,Solar Carport Charging,No,40.760974,-73.857649,403.0,21.0,38302.0,,,QN8191,urn:agentwin:city:ev-charging-station:7db573b1a97f6363b4314a1b90d6030462411033564ae8a8931dbbb4bcb7cacf,POINT (-73.857649 40.760974)
278,DSNY,"DSNY - 161 Varick Ave, Brooklyn","['Level 2 Charger', 'Level 3 Fast Charger']",21,161 Varick Ave,East Williamsburg,11237,Brooklyn,No,No,40.711118,-73.928548,301.0,34.0,44902.0,3400387.0,3029620001.0,BK0104,urn:agentwin:city:ev-charging-station:096b66e8a8bc40b513c750be7504a958f0e099d73506cc8057de38042383677d,POINT (-73.928548 40.711118)
279,DSNY,"DSNY - 52-35 58th St, Queens","['Level 2 Charger', 'Level 3 Fast Charger']",42,52-35 58th St,Queens,11377,Queens,No,No,40.734883,-73.909957,402.0,26.0,243.0,4462505.0,4023610268.0,QN0203,urn:agentwin:city:ev-charging-station:f9e1bd29261bdbb5fe9428619eb6a63536f54b9c49d8c6045a8a19cfc5ee078c,POINT (-73.909957 40.734883)
280,DSNY,"DSNY - 606 Milford Street, Brooklyn",['Level 2 Charger'],6,606 Milford Street,East New York,11208,Brooklyn,No,No,40.660832,-73.8697,305.0,42.0,1078.0,3099068.0,3045620001.0,BK0503,urn:agentwin:city:ev-charging-station:e33e76cdc63590ddf1a52620188255dd4a11115a442587575679dd94fa2dd262,POINT (-73.8697 40.660832)
281,DSNY,"DSNY - 127 2Nd Ave, Brooklyn",['Level 2 Charger'],3,127 2Nd Ave,Brooklyn,11215,Brooklyn,No,No,40.671308,-73.994452,306.0,38.0,117.0,3022747.0,3010200001.0,BK0601,urn:agentwin:city:ev-charging-station:87c002e90f795b24814a1a1ff02badc3304765c0092e219d927bbbdc274aba5c,POINT (-73.994452 40.671308)
282,DSNY,"DSNY - 1595 Washington Ave, Bronx",['Level 2 Charger'],4,1595 Washington Ave,Bronx,10457,Bronx,No,No,40.839498,-73.90231,203.0,15.0,167.0,2009477.0,2029040034.0,BX0302,urn:agentwin:city:ev-charging-station:d277e94c66d00e4b3ba8abffc1e2889b1a202fbbc0c18d7befef1d18d3450ed9,POINT (-73.90231 40.839498)
283,DSNY,"DSNY - 1755 Pacific St, Brooklyn",['Level 2 Charger'],2,1755 Pacific St,Crown Heights,11213,Brooklyn,No,No,40.67669,-73.931938,308.0,36.0,309.0,3330693.0,3013360018.0,BK0802,urn:agentwin:city:ev-charging-station:c2eb31f2d7529c137182bc5378e2acd5c88ce3234382366927cbd388a525fa2b,POINT (-73.931938 40.67669)
284,DSNY,"DSNY - 690 New York Ave, Brooklyn",['Level 2 Charger'],2,690 New York Ave,Prospect Lefferts Gardens,11203,Brooklyn,No,No,40.657155,-73.947351,309.0,40.0,804.0,3327687.0,3048270039.0,BK0902,urn:agentwin:city:ev-charging-station:cfd8885d4bc7de6e3832921b7065b7f11c8fe5e7ffe4b182ad6b8987222282dc,POINT (-73.947351 40.657155)
